feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,label
0.22933828830718994,0.575339138507843,-5.294115794640675e-07,0.31776395440101624,0.5695499777793884,-0.03171946108341217,0.40823161602020264,0.48218730092048645,-0.03941988945007324,0.4540577530860901,0.3873233199119568,-0.046064190566539764,0.5021660327911377,0.33300769329071045,-0.04824889078736305,0.38999465107917786,0.3856047987937927,-0.008256585337221622,0.41812220215797424,0.31231412291526794,-0.049708589911460876,0.38385966420173645,0.3810437023639679,-0.07176434248685837,0.3575042188167572,0.44699960947036743,-0.07733284682035446,0.3384314775466919,0.36268293857574463,-0.004682327155023813,0.3625209629535675,0.2878293991088867,-0.05162739008665085,0.33222848176956177,0.3807978630065918,-0.06222362443804741,0.3148474097251892,0.4562559723854065,-0.05513175576925278,0.28720706701278687,0.3511965572834015,-0.008605253882706165,0.306115984916687,0.2863672375679016,-0.056065820157527924,0.2862176299095154,0.3888808488845825,-0.04660901799798012,0.27629950642585754,0.46199625730514526,-0.024546392261981964,0.23354992270469666,0.3484286963939667,-0.01494403462857008,0.2519770562648773,0.30020081996917725,-0.04751921445131302,0.2441175878047943,0.3750823140144348,-0.039162300527095795,0.23947493731975555,0.42881566286087036,-0.022165386006236076,A
0.27195805311203003,0.6419476270675659,-4.985037662663672e-07,0.354007363319397,0.5894620418548584,-0.018022453412413597,0.40807831287384033,0.4744378924369812,-0.026171864941716194,0.42803481221199036,0.3821124732494354,-0.03700679540634155,0.455338716506958,0.31407657265663147,-0.042161211371421814,0.3652450740337372,0.3281792104244232,0.0008394665201194584,0.4310773015022278,0.32692644000053406,-0.04263666644692421,0.41979190707206726,0.4227989912033081,-0.06777788698673248,0.4045144021511078,0.5022594332695007,-0.07540515810251236,0.3160138428211212,0.31512749195098877,-0.004261633846908808,0.3917374610900879,0.3346056640148163,-0.04832851141691208,0.38074424862861633,0.44764193892478943,-0.05538584664463997,0.37165606021881104,0.5280462503433228,-0.0467633381485939,0.26628267765045166,0.3243594765663147,-0.0166217852383852,0.34696871042251587,0.35019898414611816,-0.06281432509422302,0.33849167823791504,0.4628875255584717,-0.05447271838784218,0.32931339740753174,0.5401465892791748,-0.0332786962389946,0.21613824367523193,0.35278576612472534,-0.030993791297078133,0.2907026708126068,0.3689110577106476,-0.06366123259067535,0.30037492513656616,0.4539310038089752,-0.057511817663908005,0.2992478311061859,0.5135494470596313,-0.040958162397146225,A
0.26410973072052,0.6031303405761719,-3.2191255172620004e-07,0.33388349413871765,0.5342400074005127,-0.0020392914302647114,0.3686774969100952,0.4333978593349457,-0.005379281006753445,0.373706579208374,0.3539113700389862,-0.015916964039206505,0.3753384053707123,0.28278279304504395,-0.02302831970155239,0.29811015725135803,0.31636232137680054,0.021115325391292572,0.36253443360328674,0.28555428981781006,-0.01876956969499588,0.37474796175956726,0.3647056818008423,-0.044816479086875916,0.3768126964569092,0.4362284541130066,-0.05282970145344734,0.2608221173286438,0.31469038128852844,0.008413269184529781,0.34400269389152527,0.29131439328193665,-0.031587276607751846,0.35196641087532043,0.38954076170921326,-0.04250918701291084,0.35267671942710876,0.4709289073944092,-0.03683449327945709,0.2244967222213745,0.325233519077301,-0.010490014217793941,0.315779447555542,0.3151744306087494,-0.052870169281959534,0.3189672827720642,0.41625744104385376,-0.04958769679069519,0.3133317828178406,0.4945802688598633,-0.03179747983813286,0.18774724006652832,0.34779632091522217,-0.029985232278704643,0.2734632194042206,0.33884066343307495,-0.056846849620342255,0.29089152812957764,0.41385358572006226,-0.05077775940299034,0.29168593883514404,0.4760725498199463,-0.03551620617508888,A
0.27420246601104736,0.5930136442184448,-2.6056761726067634e-07,0.35266366600990295,0.5337650179862976,-0.023646101355552673,0.3943833112716675,0.4237660765647888,-0.03096420131623745,0.39924541115760803,0.32902634143829346,-0.041169341653585434,0.41364359855651855,0.2529951333999634,-0.04765000194311142,0.3455190062522888,0.32732826471328735,0.008816595189273357,0.3706071674823761,0.2713409960269928,-0.034588199108839035,0.3813670575618744,0.3410736918449402,-0.06200350075960159,0.3840755522251129,0.412771075963974,-0.07026149332523346,0.29883313179016113,0.3282446563243866,0.007081970106810331,0.32892006635665894,0.2625540792942047,-0.04058005288243294,0.34107619524002075,0.3548297882080078,-0.05651934817433357,0.347143292427063,0.4349699318408966,-0.052116815000772476,0.2485729455947876,0.33842283487319946,-0.00266379420645535,0.28468015789985657,0.2814828157424927,-0.054444584995508194,0.30145347118377686,0.3817845284938812,-0.05307995155453682,0.30971819162368774,0.4615613520145416,-0.03363897651433945,0.19495993852615356,0.36188453435897827,-0.014071346260607243,0.23760241270065308,0.3168383240699768,-0.0519319549202919,0.26175785064697266,0.3893986940383911,-0.048581819981336594,0.27389949560165405,0.4533734917640686,-0.03276584669947624,A
0.2676926851272583,0.5832556486129761,-4.0199165596277453e-07,0.34990283846855164,0.550541341304779,-0.028207506984472275,0.41483718156814575,0.44465869665145874,-0.03648409992456436,0.4474790096282959,0.34561818838119507,-0.04514538124203682,0.4769139885902405,0.26839229464530945,-0.04982076585292816,0.3876901865005493,0.3418846130371094,-0.0023919243831187487,0.41290703415870667,0.27704864740371704,-0.04214627295732498,0.39464083313941956,0.35098421573638916,-0.06550386548042297,0.37546148896217346,0.4217759966850281,-0.07178731262683868,0.337405800819397,0.33283454179763794,-0.0007538162753917277,0.36129772663116455,0.2623913586139679,-0.04322505742311478,0.347732275724411,0.3565467894077301,-0.054195135831832886,0.3374428153038025,0.43637681007385254,-0.04798229783773422,0.2841769754886627,0.33548063039779663,-0.006536221597343683,0.30925601720809937,0.27727776765823364,-0.05075087025761604,0.3062664270401001,0.3781813383102417,-0.04378741234540939,0.3024615943431854,0.45427456498146057,-0.023758908733725548,0.2288900911808014,0.3479447662830353,-0.014418274164199829,0.2570711076259613,0.3062909245491028,-0.04646977037191391,0.26579925417900085,0.38166624307632446,-0.039211854338645935,0.2685883641242981,0.4394679367542267,-0.022602679207921028,A
0.2810192108154297,0.5354031324386597,-5.458486498355342e-07,0.3659190237522125,0.5340309739112854,-0.0334261916577816,0.4497598707675934,0.451202929019928,-0.0426776148378849,0.4943414330482483,0.3606877326965332,-0.05029311403632164,0.5295974016189575,0.2893316149711609,-0.054093386977910995,0.43930476903915405,0.34128284454345703,-0.01104290597140789,0.46147051453590393,0.3044258952140808,-0.05306500941514969,0.4201121926307678,0.3823080360889435,-0.07630985975265503,0.3895517885684967,0.4457675814628601,-0.08239910751581192,0.3906555771827698,0.31394949555397034,-0.006127215456217527,0.41477569937705994,0.2683018743991852,-0.05416196584701538,0.37555810809135437,0.36802658438682556,-0.06425812840461731,0.35144713521003723,0.4455513060092926,-0.055713456124067307,0.34031274914741516,0.29998040199279785,-0.008522190153598785,0.361647367477417,0.26325321197509766,-0.056949764490127563,0.3356882631778717,0.3679366111755371,-0.04783254861831665,0.32035884261131287,0.4418002665042877,-0.024935593828558922,0.2893819808959961,0.29556983709335327,-0.013117371127009392,0.31113141775131226,0.2638968229293823,-0.04684052988886833,0.2990742027759552,0.3418002426624298,-0.03826456889510155,0.29156970977783203,0.39589059352874756,-0.01998542994260788,A
0.2764340341091156,0.5221296548843384,-5.132752676217933e-07,0.3579310476779938,0.5514340400695801,-0.040301188826560974,0.44385063648223877,0.5162367820739746,-0.05743783712387085,0.49437639117240906,0.44874173402786255,-0.07025294005870819,0.5355894565582275,0.39209598302841187,-0.07872392237186432,0.4794209599494934,0.35614049434661865,-0.03635168820619583,0.4868311882019043,0.39363226294517517,-0.08473815023899078,0.4374981224536896,0.4668789505958557,-0.11238497495651245,0.3981062173843384,0.5194717049598694,-0.1216115802526474,0.4364399015903473,0.29765772819519043,-0.02953643538057804,0.435348778963089,0.35372602939605713,-0.07780492305755615,0.3863368630409241,0.4436884820461273,-0.08871672302484512,0.35446417331695557,0.5086997747421265,-0.08381921052932739,0.382333904504776,0.26546698808670044,-0.029437355697155,0.3767760694026947,0.3289414048194885,-0.07783857733011246,0.3424629867076874,0.42419013381004333,-0.07363943010568619,0.32179152965545654,0.4904998540878296,-0.0563192144036293,0.32405734062194824,0.25277918577194214,-0.03245745599269867,0.3265154957771301,0.2955506443977356,-0.0676814392209053,0.3139657974243164,0.3702297806739807,-0.06559789180755615,0.3082144558429718,0.41886478662490845,-0.051921695470809937,A
0.2670731246471405,0.5346274375915527,-5.323772143128735e-07,0.3599376976490021,0.5574374198913574,-0.03418305888772011,0.4453538656234741,0.5233582258224487,-0.053838931024074554,0.5015137195587158,0.47097542881965637,-0.0715906023979187,0.5560716390609741,0.43127021193504333,-0.08541685342788696,0.468532919883728,0.35072800517082214,-0.03234493359923363,0.48266687989234924,0.43625742197036743,-0.08205652236938477,0.43491438031196594,0.5095027685165405,-0.11272381246089935,0.3970308005809784,0.5478113293647766,-0.1252027153968811,0.4192151725292206,0.3007599711418152,-0.031113648787140846,0.4311416447162628,0.40769410133361816,-0.0771990567445755,0.38676854968070984,0.49195536971092224,-0.0884125605225563,0.3573554754257202,0.5406263470649719,-0.08648298680782318,0.36125293374061584,0.27903908491134644,-0.03623448312282562,0.37393441796302795,0.38483551144599915,-0.08227504789829254,0.34506702423095703,0.47038307785987854,-0.07834401726722717,0.3267354965209961,0.5201988220214844,-0.06332506984472275,0.2995668053627014,0.27890071272850037,-0.0444411002099514,0.3175217807292938,0.34903091192245483,-0.07560623437166214,0.31078043580055237,0.42323121428489685,-0.07119276374578476,0.305850625038147,0.46739357709884644,-0.057404402643442154,A
0.26433491706848145,0.5878570079803467,-4.756325893140456e-07,0.35579556226730347,0.5824099779129028,-0.030835537239909172,0.43705013394355774,0.508885383605957,-0.04536150395870209,0.47894495725631714,0.43239825963974,-0.0583062507212162,0.5190587043762207,0.3717186152935028,-0.0668296366930008,0.43188512325286865,0.337107390165329,-0.024031735956668854,0.46277108788490295,0.3852790296077728,-0.07170917093753815,0.4370162785053253,0.4753209948539734,-0.10096211731433868,0.4126860797405243,0.5404896140098572,-0.11143076419830322,0.37707456946372986,0.30194249749183655,-0.023007195442914963,0.4057495594024658,0.37557846307754517,-0.06945487856864929,0.38307562470436096,0.48056015372276306,-0.08064395934343338,0.36656975746154785,0.5532301664352417,-0.07638030499219894,0.317854642868042,0.2983778119087219,-0.028453484177589417,0.3465982675552368,0.37646186351776123,-0.07365859299898148,0.3344418406486511,0.48020243644714355,-0.06765621155500412,0.32526499032974243,0.5482998490333557,-0.04980374500155449,0.2598654627799988,0.31733524799346924,-0.036877214908599854,0.2880540192127228,0.367282509803772,-0.06736648082733154,0.2910371720790863,0.44469377398490906,-0.06190447136759758,0.29252389073371887,0.49472615122795105,-0.046530500054359436,A
0.2835334539413452,0.6260911822319031,-4.854366011386446e-07,0.365611732006073,0.5947825908660889,-0.037479665130376816,0.4307291805744171,0.4845118522644043,-0.051301151514053345,0.45060867071151733,0.38648176193237305,-0.06149028241634369,0.46998852491378784,0.308474600315094,-0.06687957048416138,0.3903059661388397,0.34207314252853394,-0.027813471853733063,0.42171385884284973,0.35697710514068604,-0.07491296529769897,0.4117601811885834,0.45619648694992065,-0.10067572444677353,0.40118420124053955,0.5318390727043152,-0.10798771679401398,0.33166494965553284,0.3265308141708374,-0.022536752745509148,0.36717188358306885,0.3593056797981262,-0.07114896178245544,0.3613714575767517,0.4739125967025757,-0.08028962463140488,0.35665491223335266,0.554335355758667,-0.07288344949483871,0.27449285984039307,0.33832284808158875,-0.024377159774303436,0.30859291553497314,0.37608247995376587,-0.07383894175291061,0.3149130046367645,0.4873501658439636,-0.06648194789886475,0.3177397847175598,0.5613895654678345,-0.046042751520872116,0.2212405800819397,0.36816561222076416,-0.029058346524834633,0.25385600328445435,0.3847472667694092,-0.06529725342988968,0.27030009031295776,0.46721556782722473,-0.05985088646411896,0.27833688259124756,0.5224025845527649,-0.04316442832350731,A
